PRODUCT_NAME,RIMNO,POST DATE,TRXN DATE,CCY,ORIG AMOUNT,EMBEDDED _FEE,BILLING AMT,MCC,MERCHNAME,MERCH ID,SOURCES,SETTLEMENT AMT,SETTLEMENT CCY,BANKBRANCH,TRXN COUNTRY,REVERSAL FLAG,CUSTOMER_ID
Classic Credit Card,100000,2026-05-30,2026-05-30,818,11058.25,0.0,11058.25,5814,Samsung Egypt,M861069,POS,11058.25,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-10,2026-05-10,818,9865.11,0.0,9865.11,5732,H&M Egypt,M520870,MOTO,9865.11,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-27,2026-05-24,840,1482.89,36.3,55559.69,8099,Talabat,M444660,ATM,1482.89,840,Giza,DEU,N,1
Classic Credit Card,100000,2026-05-27,2026-05-26,818,12796.95,0.0,12796.95,5541,Breadfast,M847736,ATM,12796.95,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-05,2026-05-02,818,13441.92,0.0,13441.92,5944,Virgin Megastore,M645195,POS,13441.92,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-07,2026-05-06,818,11163.24,0.0,11163.24,5651,Total Energies,M904564,POS,11163.24,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-31,2026-05-30,826,1183.66,30.71,42533.69,5999,Carrefour Egypt,M875429,ECOM,1183.66,840,Giza,ARE,N,1
Classic Credit Card,100000,2026-05-30,2026-05-29,818,6029.14,0.0,6029.14,5814,2B,M784598,MOTO,6029.14,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-28,2026-05-25,840,566.05,16.94,22999.37,5944,Virgin Megastore,M761900,ATM,566.05,840,Giza,TUR,N,1
Classic Credit Card,100000,2026-06-01,2026-05-29,818,14390.99,0.0,14390.99,7011,McDonald's,M547667,POS,14390.99,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-12,2026-05-09,818,7470.84,0.0,7470.84,5812,Amazon.eg,M184831,ECOM,7470.84,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-16,2026-05-13,818,1029.34,0.0,1029.34,5732,Apple Store Online,M856670,POS,1029.34,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-09,2026-05-09,818,13390.06,0.0,13390.06,8021,Booking.com,M461263,POS,13390.06,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-06-02,2026-05-30,818,13294.11,0.0,13294.11,8011,KFC Egypt,M248824,ATM,13294.11,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-05,2026-05-03,818,3959.11,0.0,3959.11,5944,ElMenus,M372546,POS,3959.11,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-07,2026-05-07,818,1158.22,0.0,1158.22,5945,Noon Egypt,M582478,POS,1158.22,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-05,2026-05-02,818,6178.11,0.0,6178.11,5944,Apple Store Online,M353047,POS,6178.11,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-24,2026-05-21,818,7434.33,0.0,7434.33,5411,Total Energies,M329701,ECOM,7434.33,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-13,2026-05-12,818,10435.66,0.0,10435.66,4111,Spinneys,M748318,POS,10435.66,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-20,2026-05-20,818,6005.38,0.0,6005.38,5912,Virgin Megastore,M871288,POS,6005.38,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-08,2026-05-08,818,8643.94,0.0,8643.94,7011,ElMenus,M889697,POS,8643.94,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-07,2026-05-06,818,8222.57,0.0,8222.57,5311,Apple Store Online,M880555,POS,8222.57,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-17,2026-05-14,818,5136.09,0.0,5136.09,4111,Noon Egypt,M525350,POS,5136.09,818,Giza,EGY,N,1
Classic Credit Card,100000,2026-05-25,2026-05-22,978,1788.96,24.78,119026.63,5411,Carrefour Egypt,M401263,POS,1788.96,840,Giza,USA,Y,1
Cashback Card,100001,2026-05-09,2026-05-06,818,17.27,0.0,17.27,5541,Starbucks Egypt,M311797,POS,17.27,818,Mansoura,EGY,N,2
Cashback Card,100001,2026-05-05,2026-05-02,818,13881.18,0.0,13881.18,5651,KFC Egypt,M673467,ECOM,13881.18,818,Mansoura,EGY,N,2
Cashback Card,100001,2026-05-04,2026-05-04,818,10627.63,0.0,10627.63,5732,Apple Store Online,M313598,MOTO,10627.63,818,Mansoura,EGY,N,2
Cashback Card,100001,2026-05-21,2026-05-21,818,5239.42,0.0,5239.42,7298,Noon Egypt,M894531,ATM,5239.42,818,Mansoura,EGY,N,2
Cashback Card,100001,2026-05-14,2026-05-12,818,4066.74,0.0,4066.74,5691,Vodafone Cash,M932901,ECOM,4066.74,818,Mansoura,EGY,N,2
Cashback Card,100001,2026-05-14,2026-05-14,818,12306.88,0.0,12306.88,5814,Uber Egypt,M244253,POS,12306.88,818,Mansoura,EGY,N,2
Cashback Card,100001,2026-05-20,2026-05-20,818,9518.69,0.0,9518.69,5814,2B,M889456,POS,9518.69,818,Mansoura,EGY,N,2
Cashback Card,100001,2026-06-02,2026-05-30,818,2021.55,0.0,2021.55,7230,Zara Egypt,M876938,ECOM,2021.55,818,Mansoura,EGY,N,2
Cashback Card,100001,2026-05-27,2026-05-24,818,12907.83,0.0,12907.83,5541,Noon Egypt,M590875,POS,12907.83,818,Mansoura,EGY,N,2
